"TName","Location","Phone","MTitle","ShowTime","Rating","CCode","CName"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","4:15 pm","R","D","Ron Howard"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","4:45 pm","R","A","Delroy Lindo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","4:45 pm","R","A","Gary Sinese"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","4:45 pm","R","A","Lili Taylor"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","4:45 pm","R","A","Mel Gibson"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","4:45 pm","R","A","Rene Russo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","4:45 pm","R","D","Ron Howard"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","5:15 pm","R","A","Delroy Lindo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","5:15 pm","R","A","Gary Sinese"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","5:15 pm","R","A","Lili Taylor"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","5:15 pm","R","A","Mel Gibson"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","5:15 pm","R","A","Rene Russo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","5:15 pm","R","D","Ron Howard"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:00 pm","R","A","Delroy Lindo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:00 pm","R","A","Gary Sinese"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:00 pm","R","A","Lili Taylor"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:00 pm","R","A","Mel Gibson"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:00 pm","R","A","Rene Russo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:00 pm","R","D","Ron Howard"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:30 pm","R","A","Delroy Lindo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:30 pm","R","A","Gary Sinese"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:30 pm","R","A","Lili Taylor"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:30 pm","R","A","Mel Gibson"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:30 pm","R","A","Rene Russo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","7:30 pm","R","D","Ron Howard"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","8:00 pm","R","A","Delroy Lindo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","8:00 pm","R","A","Gary Sinese"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","8:00 pm","R","A","Lili Taylor"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","8:00 pm","R","A","Mel Gibson"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","8:00 pm","R","A","Rene Russo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","8:00 pm","R","D","Ron Howard"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","9:45 pm","R","A","Delroy Lindo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","9:45 pm","R","A","Gary Sinese"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","9:45 pm","R","A","Lili Taylor"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","9:45 pm","R","A","Mel Gibson"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","9:45 pm","R","A","Rene Russo"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Ransom","9:45 pm","R","D","Ron Howard"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Billy Crudup"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Brad Pitt"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Brad Renfro"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Dustin Hoffman"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Jason Patric"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Joseph Perrino"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Kevin Bacon"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Minnie Driver"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Robert De Niro"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Ron Eldard"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Terry Kinney"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","A","Vittorio Gassman"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Sleepers","7:30 pm","","D","Barry Levinson"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","5:00 pm","PG","A","Bill Murray"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","5:00 pm","PG","A","Michael Jordan"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","5:00 pm","PG","A","Theresa Randle"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","5:00 pm","PG","A","Wayne Knight"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","5:00 pm","PG","D","Joe Pytka"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","6:00 pm","PG","A","Bill Murray"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","6:00 pm","PG","A","Michael Jordan"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","6:00 pm","PG","A","Theresa Randle"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","6:00 pm","PG","A","Wayne Knight"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","6:00 pm","PG","D","Joe Pytka"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","7:15 pm","PG","A","Bill Murray"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","7:15 pm","PG","A","Michael Jordan"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","7:15 pm","PG","A","Theresa Randle"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","7:15 pm","PG","A","Wayne Knight"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","7:15 pm","PG","D","Joe Pytka"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","8:15 pm","PG","A","Bill Murray"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","8:15 pm","PG","A","Michael Jordan"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","8:15 pm","PG","A","Theresa Randle"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","8:15 pm","PG","A","Wayne Knight"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Space Jam","8:15 pm","PG","D","Joe Pytka"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Stephen King's Thinner","6:00 pm","","A","Joe Mantegna"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Stephen King's Thinner","6:00 pm","","A","Kari Wuhrer"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Stephen King's Thinner","6:00 pm","","A","Lucinda Jenney"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Stephen King's Thinner","6:00 pm","","A","Michael Constantine"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Stephen King's Thinner","6:00 pm","","A","Robert John Burke"
"Cinema Star The Ultraplex 14","Mission Grove, Riverside","(909) 342-2256","Stephen King's Thinner","6:00 pm","","D","Tom Holland"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","5:00 pm","PG-13","A","Austin Pendleton"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","5:00 pm","PG-13","A","Bebe Neuwirth"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","5:00 pm","PG-13","A","Dianne Wiest"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","5:00 pm","PG-13","A","Eli Wallach"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","5:00 pm","PG-13","A","Kenny Kerr"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","5:00 pm","PG-13","A","Lainie Kazan"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","5:00 pm","PG-13","A","Tim Daly"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","5:00 pm","PG-13","A","Whoopi Goldberg"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","5:00 pm","PG-13","D","Donald Petrie"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","7:30 pm","PG-13","A","Austin Pendleton"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","7:30 pm","PG-13","A","Bebe Neuwirth"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","7:30 pm","PG-13","A","Dianne Wiest"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","7:30 pm","PG-13","A","Eli Wallach"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","7:30 pm","PG-13","A","Kenny Kerr"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","7:30 pm","PG-13","A","Lainie Kazan"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","7:30 pm","PG-13","A","Tim Daly"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","7:30 pm","PG-13","A","Whoopi Goldberg"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Associate, The","7:30 pm","PG-13","D","Donald Petrie"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","4:45 pm","","A","Greg Kinnear"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","4:45 pm","","A","Hector Elizondo"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","4:45 pm","","A","Jon Seda"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","4:45 pm","","A","Laurie Metcalf"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","4:45 pm","","A","Maria Pitillo"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","4:45 pm","","A","Roscoe Lee Browne"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","4:45 pm","","A","Tim Conway"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","4:45 pm","","D","Garry Marshall"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","7:15 pm","","A","Greg Kinnear"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","7:15 pm","","A","Hector Elizondo"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","7:15 pm","","A","Jon Seda"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","7:15 pm","","A","Laurie Metcalf"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","7:15 pm","","A","Maria Pitillo"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","7:15 pm","","A","Roscoe Lee Browne"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","7:15 pm","","A","Tim Conway"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Dear God","7:15 pm","","D","Garry Marshall"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","First Wives Club, The","5:30 pm","PG-13","A","Bette Midler"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","First Wives Club, The","5:30 pm","PG-13","A","Diane Keaton"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","First Wives Club, The","5:30 pm","PG-13","A","Goldie Hawn"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","First Wives Club, The","5:30 pm","PG-13","D","Hugh Wilson"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","First Wives Club, The","8:00 pm","PG-13","A","Bette Midler"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","First Wives Club, The","8:00 pm","PG-13","A","Diane Keaton"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","First Wives Club, The","8:00 pm","PG-13","A","Goldie Hawn"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","First Wives Club, The","8:00 pm","PG-13","D","Hugh Wilson"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","4:00 pm","R","A","Aidan Quinn"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","4:00 pm","R","A","Alan Rickman"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","4:00 pm","R","A","Julia Roberts"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","4:00 pm","R","A","Liam Neeson"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","4:00 pm","R","A","Stephen Rea"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","4:00 pm","R","D","Neil Jordan"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","7:15 pm","R","A","Aidan Quinn"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","7:15 pm","R","A","Alan Rickman"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","7:15 pm","R","A","Julia Roberts"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","7:15 pm","R","A","Liam Neeson"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","7:15 pm","R","A","Stephen Rea"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Michael Collins","7:15 pm","R","D","Neil Jordan"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","5:15 pm","R","A","Claire Danes"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","5:15 pm","R","A","Diane Venora"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","5:15 pm","R","A","John Leguizamo"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","5:15 pm","R","A","Leonardo DiCaprio"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","5:15 pm","R","A","Paul Rudd"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","5:15 pm","R","A","Paul Sorvino"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","5:15 pm","R","D","Baz Luhrmann"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","7:45 pm","R","A","Claire Danes"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","7:45 pm","R","A","Diane Venora"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","7:45 pm","R","A","John Leguizamo"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","7:45 pm","R","A","Leonardo DiCaprio"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","7:45 pm","R","A","Paul Rudd"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","7:45 pm","R","A","Paul Sorvino"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Romeo & Juliet","7:45 pm","R","D","Baz Luhrmann"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Billy Crudup"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Brad Pitt"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Brad Renfro"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Dustin Hoffman"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Jason Patric"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Joseph Perrino"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Kevin Bacon"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Minnie Driver"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Robert De Niro"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Ron Eldard"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Terry Kinney"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","A","Vittorio Gassman"
"General Cinema Rancho 6"," I-215 At Mt. Vernon S. At I-10, San Bernardino","(714) 370-2085","Sleepers","7:00 pm","","D","Barry Levinson"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","10:05 pm","R","A","Bernard Hill"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","10:05 pm","R","A","Brian McCardie"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","10:05 pm","R","A","Emily Mortimer"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","10:05 pm","R","A","Henry Cele"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","10:05 pm","R","A","John Kani"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","10:05 pm","R","A","Michael Douglas"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","10:05 pm","R","A","Tom Wilkinson"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","10:05 pm","R","A","Val Kilmer"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","10:05 pm","R","D","Stephen Hopkins"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","5:15 pm","R","A","Bernard Hill"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","5:15 pm","R","A","Brian McCardie"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","5:15 pm","R","A","Emily Mortimer"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","5:15 pm","R","A","Henry Cele"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","5:15 pm","R","A","John Kani"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","5:15 pm","R","A","Michael Douglas"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","5:15 pm","R","A","Tom Wilkinson"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","5:15 pm","R","A","Val Kilmer"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","5:15 pm","R","D","Stephen Hopkins"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","7:40 pm","R","A","Bernard Hill"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","7:40 pm","R","A","Brian McCardie"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","7:40 pm","R","A","Emily Mortimer"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","7:40 pm","R","A","Henry Cele"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","7:40 pm","R","A","John Kani"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","7:40 pm","R","A","Michael Douglas"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","7:40 pm","R","A","Tom Wilkinson"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","7:40 pm","R","A","Val Kilmer"
"Pacific Inland Center"," Inland Center Mall, San Bernardino","(714) 381-1611","Ghost & The Darkness, The","7:40 pm","R","D","Stephen Hopkins"
"SOCAL Canyon Crest Cinema","Central Avenue South Of 60 Freeway Near Ucr, Riverside","(909) 682-6900","Big Night","4:40 pm","R","A","Campbell Scott"
"SOCAL Canyon Crest Cinema","Central Avenue South Of 60 Freeway Near Ucr, Riverside","(909) 682-6900","Big Night","4:40 pm","R","A","Ian Holm"
"SOCAL Canyon Crest Cinema","Central Avenue South Of 60 Freeway Near Ucr, Riverside","(909) 682-6900","Big Night","4:40 pm","R","A","Isabella Rossellini"
"SOCAL Canyon Crest Cinema","Central Avenue South Of 60 Freeway Near Ucr, Riverside","(909) 682-6900","Big Night","4:40 pm","R","A","Minnie Driver"
"SOCAL Canyon Crest Cinema","Central Avenue South Of 60 Freeway Near Ucr, Riverside","(909) 682-6900","Big Night","4:40 pm","R","A","Stanley Tucci"
"SOCAL Canyon Crest Cinema","Central Avenue South Of 60 Freeway Near Ucr, Riverside","(909) 682-6900","Big Night","4:40 pm","R","A","Tony Shalhoub"
"SOCAL Canyon Crest Cinema","Central Avenue South Of 60 Freeway Near Ucr, Riverside","(909) 682-6900","Big Night","4:40 pm","R","D","Campbell Scott"
"SOCAL Canyon Crest Cinema","Central Avenue South Of 60 Freeway Near Ucr, Riverside","(909) 682-6900","Big Night","4:40 pm","R","D","Stanley Tucci"
"SOCAL Canyon Crest Cinema","Central Avenue South Of 60 Freeway Near Ucr, Riverside","(909) 682-6900","Big Night","7:10 pm","R","A","Campbell Scott"
"SOCAL Canyon Crest Cinema","Central Avenue South Of 60 Freeway Near Ucr, Riverside","(909) 682-6900","Big Night","7:10 pm","R","A","Ian Holm"
